restaurant_display,city,am_name,am_email
Smash Burgers Vračar,Beograd,,
Coffeedream Vračar,Beograd,,
Wok republic | Novi Beograd,Beograd,,
Super Snack Bar 5,Beograd,,
Collina Burgers Banovo Brdo,Beograd,,
Baltazar Voždovac,Beograd,,
Kofilin Beograd na vodi,Beograd,,
Walter Vračar,Beograd,,
Smash Burgers NBG,Beograd,,
Intergalactic Smash Vračar,Beograd,,
UFO Intergalactic Vračar,Beograd,,
URBAN BITES VOŽDOVAC,Beograd,,
Walter Cvetni trg,Beograd,,
Super Snack Bar 2,Beograd,,
Domaće Palačinke Grande NBG,Beograd,,
Sushi XO | Vračar,Beograd,,
Osam Vračar,Beograd,,
Monument Admiral,Beograd,,
Giros Miloš,Beograd,,
Hawaii Poke BG,Beograd,,
Milky Zemun,Beograd,,
Sushirrito Hangar Food Market,Beograd,,
Sač Prvomajska,Beograd,,
Sač Kraljice Marije,Beograd,,
Restoran Šumatovac,Beograd,,
Starbucks Hram,Beograd,,
Super Snack Bar 3,Beograd,,
Sushirrito Belvil,Beograd,,
Avocado Belville,Beograd,,
Smokvica - Jovanova,Beograd,,
Walter Novi Beograd,Beograd,,
Kafeterija  Čarli Čaplin,Beograd,,
Kafeterija  Belgrade Waterfront,Beograd,,
Go Sushi Vračar,Beograd,,
Sonder Cafe Vračar,Beograd,,
Smokvica - Molerova,Beograd,,
Mamine Palačinke Zvezdara,Beograd,,
Coffeedream Dedinje,Beograd,,
Knedly - babies,Beograd,,
Tortilla Casa NBG,Beograd,,
Kafeterija FON,Beograd,,
Princess Puff Ušće,Beograd,,
Sonder Cafe Gastrosor,Beograd,,
Sushi Boks Ada Mall,Beograd,,
URA! Russian Dumplings - 1,Beograd,,
Starbucks TLD,Beograd,,
Mamine palačinke Novi Beograd,Beograd,,
KFC - Galerija,Beograd,,
Mama Sara Hangar,Beograd,,
Kofilin Kneginje Zorke,Beograd,,
Bao Fusion Autokomanda,Beograd,,
Piatakia Zemun,Beograd,,
Fit Bar Vračar,Beograd,,
McDonald's Voždovac,Beograd,,
McDonald's BEO,Beograd,,
Žirafa 23,Beograd,,
Kafeterija Čubura,Beograd,,
Sushi XO | NBG,Beograd,,
Kafeterija  Neimar,Beograd,,
McDonald's Požeška,Beograd,,
KFC - Stadion,Beograd,,
Agi Pasta Away - Novi Beograd,Beograd,,
Boutique 3,Beograd,,
Gyro by Paprika,Beograd,,
Coffeedream Novi Dorćol,Beograd,,
Coffeedream BW,Beograd,,
Walter Zemun,Beograd,,
Fit Bar Hangar,Beograd,,
Coffeedream Strahinjića Bana,Beograd,,
Wok republic | Big Fashion,Beograd,,
Walter Zemun centar,Beograd,,
Cafe&factory 11,Beograd,,
Kafeterija Skyline,Beograd,,
Pomodoro Nuovo,Beograd,,
Kafeterija Dedinje,Beograd,,
McDonald's BIG Fashion,Beograd,,
Walter Ada Mall,Beograd,,
Princess Puff Galerija,Beograd,,
Good Dumplings (Ilije Garašanina),Beograd,,
Walter Palilula,Beograd,,
Le Nonne Vračar (spremljena jela i obroci),Beograd,,
Kafeterija Konjarnik,Beograd,,
Sugar Daddy,Beograd,,
Kafeterija Vračar,Beograd,,
Baget & Co. Downtown,Beograd,,
Go Sushi Crveni Krst,Beograd,,
Majstor i Margarita NBG,Beograd,,
Sač Blok 70,Beograd,,
Kafeterija Batutova,Beograd,,
Theta,Beograd,,
Bottega,Beograd,,
Coffeedream Arsenija Čarnojevića,Beograd,,
Kafeterija Fontana,Beograd,,
Piatakia NBG,Beograd,,
Kofilin Zemun,Beograd,,
Istok Hangar Novi Beograd,Beograd,,
Walter Savski Venac,Beograd,,
Kafeterija Palata Pravde,Beograd,,
Filiale,Beograd,,
Starbucks BEO,Beograd,,
Black White Novi Beograd,Beograd,,
Waffle Heart Zemun,Beograd,,
Kafeterija Banovo Brdo,Beograd,,
Bubble Factory Beo,Beograd,,
Baget & co Dvojka,Beograd,,
Starbucks Ada Mall,Beograd,,
Baltazar Zvezdara,Beograd,,
Walter Big Fashion Beograd,Beograd,,
Boutique 1,Beograd,,
Knedly Gavrila Principa,Beograd,,
Princess Puff Delta City,Beograd,,
Burrito Madre Bulevar Umetnosti,Beograd,,
Sač Banovo Brdo,Beograd,,
Cafe Lavash,Beograd,,
Paprika Food Hangar,Beograd,,
Walter Roda Mega,Beograd,,
Majstor i Margarita Bulevar,Beograd,,
Pancakes by Collina Banovo Brdo,Beograd,,
Coffeedream GTC,Beograd,,
Walter Piramida,Beograd,,
Walter Stadion Shopping Center,Beograd,,
Coffeedream Quartet 1,Beograd,,
Paprika food,Beograd,,
Kiklop Banovo Brdo,Beograd,,
SPICE Autokomanda,Beograd,,
Milky Vračar,Beograd,,
Monument Delta City,Beograd,,
McDonald's Galerija,Beograd,,
Ispeci pa reci Zvezdara,Beograd,,
Burrito Madre Svetozara Markovića,Beograd,,
Coffeedream Makenzijeva,Beograd,,
Walter Delta City,Beograd,,
Pomodoro Hill,Beograd,,
Sač Stari Merkator,Beograd,,
Kuvana jela by Čubura,Beograd,,
Smokvica - Airport city,Beograd,,
Kafeterija BIG Karaburma,Beograd,,
Kineski Restoran Lin8888,Beograd,,
Go Sushi Mercator,Beograd,,
KFC - Delta City,Beograd,,
Walter Banovo Brdo,Beograd,,
Bosiljak Pizza Napoletana,Beograd,,
Kafeterija | Pick'n Go Delta House,Beograd,,
Bistro du Vin,Beograd,,
Street Pasta Bar Bulevar,Beograd,,
Sač Nehruova,Beograd,,
Shawarma Hanan Beirut,Beograd,,
Pasta bar Novi Beograd by Prana,Beograd,,
Chaplin Pizzeria Zemun,Beograd,,
SPICE NBG,Beograd,,
Kafeterija  Airport City 2,Beograd,,
Posne Domaće Palačinke NBG,Beograd,,
Šaurmović BB,Beograd,,
Kafeterija Svetozara Markovića,Beograd,,
Burrito Madre TC Ada Mall,Beograd,,
Cafe&factory 8,Beograd,,
Walter BEO Shopping Center,Beograd,,
Coffeedream A Blok,Beograd,,
Creperie Njegoševa Palačinka,Beograd,,
Dva Štapića Nbg,Beograd,,
LAPPETIT Zvezdara,Beograd,,
Monument Galerija,Beograd,,
Gotova jela posno vegan Novi Beograd,Beograd,,
Gyropolis Novi Beograd,Beograd,,
Moja Salata Bar Vračar,Beograd,,
Cafe&factory 12,Beograd,,
Coffeedream Blok 19,Beograd,,
TT Bistro | BW Libera,Beograd,,
Super Snack Bar 4,Beograd,,
Restoran Orašac,Beograd,,
Agi Pasta Away - Tašmajdan,Beograd,,
Coffeedream Senjak,Beograd,,
Hanan Shawarma Damask,Beograd,,
Chick 'n Bun Autokomanda,Beograd,,
Burrito Madre Kalenić,Beograd,,
Sač Vračar,Beograd,,
Vraperija Vračar,Beograd,,
FLAMINGO VOŽDOVAC,Beograd,,
Poslastičarnica Pelivan | Beograd,Beograd,,
Sač Dušanovac,Beograd,,
Kaldi,Beograd,,
Kofilin Vračar,Beograd,,
Ararat Banovo Brdo,Beograd,,
Roštilj Kod Spaleta Jerković,Beograd,,
Peony Flower Restaurant 1,Beograd,,
Knedly Maksima Gorkog,Beograd,,
Carski Poh - Roštilj,Beograd,,
Coffeedream Klare Cetkin,Beograd,,
Fini Vračar,Beograd,,
Little India,Beograd,,
MrGreek - Gyros & Kebab,Beograd,,
Burrito Madre TC BIG,Beograd,,
Krispy Chicken,Beograd,,
Monument BEO,Beograd,,
Go Sushi Banovo Brdo,Beograd,,
Ćevabdžinica Savčić,Beograd,,
Zavičaj Oblakovska,Beograd,,
Burrito Madre TC Galerija,Beograd,,
Ramen shop by Zelen,Beograd,,
Knedly Novi Beograd,Beograd,,
Princess Puff Beo Shopping Centar,Beograd,,
Torta TC Stadion,Beograd,,
Temperament,Beograd,,
Thaigo,Beograd,,
Coffeedream Starine Novaka,Beograd,,
Carski Poh Zvezdara,Beograd,,
Miya,Beograd,,
Curry Souls Mercator,Beograd,,
Asia by XO,Beograd,,
Picerija Bela Kućica ,Beograd,,
Panda Chinese Food - Galerija,Beograd,,
Hawaii Poke NBG,Beograd,,
Burrito Madre Navigator,Beograd,,
Hungry Ridiculous Bear NBG | Šaurma/Šawarma/Шаверма,Beograd,,
Pizza Box,Beograd,,
Ćevaplija,Beograd,,
Kafeterija Pick'n Go Dvorana,Beograd,,
Go Sushi Ušće,Beograd,,
Monument BIG,Beograd,,
Caribic Pizza TC Stadion,Beograd,,
Amigos Buritos & Tacos,Beograd,,
Lure Palačinke,Beograd,,
Roštilj Slavonac Voždovac,Beograd,,
Knedly Banovo Brdo,Beograd,,
Coffeedream Braće Baruh,Beograd,,
Coffedream Beograđanka,Beograd,,
Burrito Madre TC Ušće,Beograd,,
Milky Novi Beograd,Beograd,,
Monument Ada Mall,Beograd,,
Pastel de Nata Belgrade,Beograd,,
Sakura,Beograd,,
Vegetarian food Voždovac,Beograd,,
Burrito Madre TC Stadion Shopping Centar,Beograd,,
Smash BRT Burger,Beograd,,
Mandarina Hangar,Beograd,,
Burrito Madre TC Delta City,Beograd,,
Pad Thai Wok,Beograd,,
Detox Fashion Love,Beograd,,
Agi Pasta Away - Maksima Gorkog,Beograd,,
Žirafa Vojislava Ilića,Beograd,,
Caribic Pizza Karaburma,Beograd,,
Haslers,Beograd,,
Nutyno Ada Mall,Beograd,,
Flamingo poke NBG,Beograd,,
Kafeterija |Pick'n Go Airport City,Beograd,,
Burrito Madre TC Beo,Beograd,,
Bamboo Panda Asian food,Beograd,,
Asia Food Gong,Beograd,,
Moja salata bar West 65,Beograd,,
Domaće Palačinke NBG,Beograd,,
Mandarina Vračar,Beograd,,
Coffeedream Hangar,Beograd,,
Coffeedream Ada Mall,Beograd,,
Cantina Mediterraneo by Fishek,Beograd,,
Mister Wang Novi Beograd,Beograd,,
Pizzagram Njegoševa,Beograd,,
CAFE&FACTORY 3,Beograd,,
Sač Voždovac,Beograd,,
Slatkoteka Novi Beograd,Beograd,,
Pobednik Zemun,Beograd,,
Kod Debelog Zemun,Beograd,,
Go Sushi Belvil,Beograd,,
Top Boy Burgers,Beograd,,
Tradicija nacionalni restoran,Beograd,,
Vraperija Belvil,Beograd,,
Pasta Pietro,Beograd,,
Ćevap kod Dekija NBG,Beograd,,
Uramaki,Beograd,,
Pizza Station,Beograd,,
Prana Poke Vračar,Beograd,,
Sač Konjarnik,Beograd,,
Flamingo Poke,Beograd,,
Coffeedream Dimitrija Tucovića,Beograd,,
Stara Hercegovina Tošin bunar,Beograd,,
Moon Sushi NBG,Beograd,,
Fat Boys NBG,Beograd,,
Girosito,Beograd,,
Healthy fast food Toto - NBG,Beograd,,
Pečenjara Marinković Zemun,Beograd,,
Kuvana jela by Kolonija Zemun,Beograd,,
Restoran Lovac,Beograd,,
NUTYNO (NUTELLINO),Beograd,,
Zavičaj Zvezdara,Beograd,,
Pile & Poh,Beograd,,
Tropic Banovo Brdo,Beograd,,
Pinokio 2,Beograd,,
Cafe Music Cake & Ice Ada Mall,Beograd,,
Cafe Music TC Stadion,Beograd,,
Cafe Music West 65,Beograd,,
Pasta Bar by Prana Vračar,Beograd,,
Pab Klopa i Pivo 1,Beograd,,
Sushidream NBGD,Beograd,,
Shangri-la,Beograd,,
Siberia Voždovac,Beograd,,
Ćao Šećeru NBG,Beograd,,
Picerija Torino,Beograd,,
Lin Kee Chinese Restaurant,Beograd,,
Bad Guys Novi Beograd,Beograd,,
Byblos – Urban Lebanese Street Food,Beograd,,
Emma Pizza & Cocktails Vračar,Beograd,,
Mister Wang Vračar,Beograd,,
Tošin bunar,Beograd,,
Intergalactic Smash Stari Grad,Beograd,,
Krusty Mercator,Beograd,,
UFO Intergalactic Novi Beograd,Beograd,,
Gyro by Paprika Hangar,Beograd,,
Two Guys Zeleni Venac,Beograd,,
Šiš ćevap Mig,Beograd,,
Leskovac u malom 3,Beograd,,
Beishanlang,Beograd,,
Cezar Gastro,Beograd,,
Krug picerija,Beograd,,
Kod Krojača,Beograd,,
Debeli Medved,Beograd,,
Gorilla burger bar,Beograd,,
Cento Lire,Beograd,,
Chicago Burger Bulevar,Beograd,,
Burger & Palačinka MAX,Beograd,,
Gyros Zone,Beograd,,
Sushi Wokaround,Beograd,,
Red Wings Vukov Spomenik,Beograd,,
Homemade Pancakes Bulevar,Beograd,,
Hungry 63,Beograd,,
Sanmao,Beograd,,
Pasta by Red Wings BG,Beograd,,
PREMIUM,Beograd,,
Roštilj Bar,Beograd,,
Berezka Dorćol,Beograd,,
Sentimenti,Beograd,,
Kaiserschmarrn,Beograd,,
Gyros In City,Beograd,,
Wokaround,Beograd,,
Ž Burger Dorćol,Beograd,,
Čarolije ukusa,Beograd,,
Elephant Express - Asian Fusion,Beograd,,
Latife Street Food,Beograd,,
Fit Fit Fit,Beograd,,
Xinjiang Cousine,Beograd,,
Giraffe Express,Beograd,,
ELPotato,Beograd,,
Ćufte.rs Fit,Beograd,,
Beogradska Pljeskavica Lukić,Beograd,,
Embers,Beograd,,
Pijacburg,Beograd,,
Klinika Gastro Pub,Beograd,,
Voulez Vous,Beograd,,
Restoran picerija Atos 2,Beograd,,
L’Entrecote,Beograd,,
Markoni palačinke & sendviči,Beograd,,
MC Giros,Beograd,,
Tsunami,Beograd,,
Aligator,Beograd,,
W Sushi - Galerija,Beograd,,
Brunch To Go Vračar,Beograd,,
BRZA HRANA HULIO,Beograd,,
Arlecchino pizzeria,Beograd,,
Sushi Wasabi,Beograd,,
SKYLINE PIZZA,Beograd,,
Prilog Plus,Beograd,,
Restoran Kolo,Beograd,,
Kuvana jela Druga Baka NBG,Beograd,,
100% Segreto,Beograd,,
Coffee Bean,Beograd,,
Stepin Vajat Bulevar,Beograd,,
Good Food Zeleni Venac,Beograd,,
Stepin Vajat Autokomanda,Beograd,,
Kiklop Novi Beograd,Beograd,,
Caribic Pizza Slavija,Beograd,,
Banjalučki ćevap,Beograd,,
Favola Grill Novi Beograd,Beograd,,
FLAMINGO BAČVANSKA,Beograd,,
Favola kuvana jela Novi Beograd,Beograd,,
Pizza Atos,Beograd,,
Caribic Pizza Novi Beograd,Beograd,,
Favola,Beograd,,
Favola Zemun,Beograd,,
Homemade Pancakes,Beograd,,
Favola Smash Burgers Zemun,Beograd,,
Žar Mance Bulevar,Beograd,,
Banjalučki ćevap 1974,Beograd,,
Favola Smash Burgers,Beograd,,
BigPizza Bačvanska +,Beograd,,
BigPizza Autokomanda +,Beograd,,
TAM Favola,Beograd,,
Chicago Burger,Beograd,,
Favola kuvana jela,Beograd,,
Two Guys Banovo Brdo,Beograd,,
Berezka Vračar,Beograd,,
SLOJ bistró & bakery,Beograd,,
Berezka Novi Beograd,Beograd,,
Ž burger Vračar,Beograd,,
Voulez Vous Etage,Beograd,,
Voulez Vous Novi,Beograd,,
Favola Grill,Beograd,,
Pizza na drva kod Mašinca 27. Marta,Beograd,,
Kuvana jela Druga Baka,Beograd,,
Capone SD,Beograd,,
TAM Favola SD,Beograd,,
Capone Food SD,Beograd,,
Favola Grill SD,Beograd,,
Play Sushi,Beograd,,
Pizza Plus Pasta & Giros Paunova,Beograd,,
Stepin Vajat Vidikovac,Beograd,,
Maboo Street Food,Beograd,,
Bueno Pizza,Beograd,,
Pizza di passione 45,Beograd,,
Generacija roštilj,Beograd,,
Verona Cut,Beograd,,
Mau-mau,Beograd,,
Soya Sos Autokomanda,Beograd,,
Domaće Palačinke Padrino,Beograd,,
Falafel Saidović,Beograd,,
Leskovački roštilj kod Ace,Beograd,,
Spitiko Authentic Greek Grill,Beograd,,
J & P Sushi Bowl Beograd,Beograd,,
Bros pasta bar,Beograd,,
SO YUMMY,Beograd,,
Tri Vola,Beograd,,
Pizza Plus Ratka Mitrovica,Beograd,,
Pite i meso ispod sača,Beograd,,
Monkey Garden,Beograd,,
Restoran Mavijan,Beograd,,
Don Negro,Beograd,,
Kod Biljančice,Beograd,,
Pizza Spot,Beograd,,
Burger Hub - Premium Smash,Beograd,,
Green pizza,Beograd,,
Fast Food Mavijan,Beograd,,
Sidro Fish & Bar,Beograd,,
Roštilj Kod Ive,Beograd,,
Матрешка - Matreška,Beograd,,
Ribarnica kod Kuma,Beograd,,
Mesara i pečenjara B&B,Beograd,,
City King,Beograd,,
Restoran Kod Dobrog Domaćina,Beograd,,
Collina kuhinjica,Beograd,,
Sendvič Bar Atelje,Beograd,,
Baš dobre palačinke,Beograd,,
GLADNA SOVA,Beograd,,
Picerija Panda 011,Beograd,,
Avantgarden Gastro Bar,Beograd,,
Chaplin Pizzeria Žarkovo,Beograd,,
Coka Bar,Beograd,,
Zrno Pirinča,Beograd,,
Pancake House 011,Beograd,,
Ćevap i krilce,Beograd,,
J'EAT,Beograd,,
TABLE Pizza Napoletana,Beograd,,
 PIZZA KAZERTA,Beograd,,
Pandica,Beograd,,
MARE 016 K.L.T.,Beograd,,
X FOOD,Beograd,,
Piccola cucina 23,Beograd,,
Vuk Premium,Beograd,,
RESTORAN RICH,Beograd,,
Enigma Bar & Restaurant,Beograd,,
Mammita Pizzeria,Beograd,,
Gerasimof Sushi,Beograd,,
Kung Food,Beograd,,
BADA BING,Beograd,,
Nanine Palačinke,Beograd,,
Plus Restoran - BIG Rakovica,Beograd,,
Zona plus - Domaća jela i ketering,Beograd,,
Blunch,Beograd,,
Pizzeria Gemelli,Beograd,,
Imperfetto - Pizza Napoletana,Beograd,,
Žarli,Beograd,,
Pizzeria Impero,Beograd,,
Kuća Domaćih Mekika,Beograd,,
Vrh Zalogaj,Beograd,,
Pizzeria Stivale,Beograd,,
Bite District Smoke & Co,Beograd,,
Baš Ćevap Trebevićka,Beograd,,
Kafa Tost Waffle,Beograd,,
Kafana Kod Šefa,Beograd,,
Nanina Kutlača,Beograd,,
Roštilj General,Beograd,,
Etna Picanta,Beograd,,
CHAOS,Beograd,,
Lele Bato,Beograd,,
Pizza Angolo,Beograd,,
Na Starom Mestu - Gril i tradicija,Beograd,,
Trattoria by Premier 1984,Beograd,,
Pink Restoran,Beograd,,
Premium Wings,Beograd,,
La Peky Žarkovo,Beograd,,
Gajba Burger Bar,Beograd,,
Smash Crib Burgers,Beograd,,
Bo La La,Beograd,,
Zmajevo gnezdo,Beograd,,
Pashe,Beograd,,
iSnack,Beograd,,
Avenue Caffe Restaurant,Beograd,,
Crustino Pizzeria,Beograd,,
La Grande Porta,Beograd,,
Johnny's Food,Beograd,,
Dobri gurman,Beograd,,
Džoova domaća poslastičarnica,Beograd,,
Una Hit kuvana jela,Beograd,,
Beka Ceo Sweet Banjica,Beograd,,
Pivce i Krilce Pub,Beograd,,
Kuvana jela by Kolonija,Beograd,,
Gajba Beer Bar,Beograd,,
Mreža 011,Beograd,,
Devetka,Beograd,,
DR Maksimus,Beograd,,
Sorrento BG,Beograd,,
Golden Wok,Beograd,,
Basilico Felix,Beograd,,
Restoran Filtz,Beograd,,
Wendy home of Chinese specialties,Beograd,,
Ribarnica.com,Beograd,,
Food Plus,Beograd,,
Aztec,Beograd,,
Smash & Melt Burger – Chef’s Selection,Beograd,,
10 u pola s lukom,Beograd,,
Pizza Plus TC Banjica,Beograd,,
Pizza na drva Mikele  BG,Beograd,,
Azzurro Mare 998,Beograd,,
Stara Hercegovina Kneza Višeslava,Beograd,,
Ladovina Pub,Beograd,,
Homer,Beograd,,
Restoran Kod Dače B.,Beograd,,
C’est la vie BG,Beograd,,
Storia pizzeria,Beograd,,
Walker Pizzeria,Beograd,,
Route 45,Beograd,,
Burger Kutak,Beograd,,
Sibirska noć,Beograd,,
"Palačinkarnica ""Mam's""",Beograd,,
Pizza Locale,Beograd,,
Lesko Žar,Beograd,,
Dom Pastrmajlija,Beograd,,
Rocket Palačinke,Beograd,,
IN fast food,Beograd,,
Benefit,Beograd,,
Banjički Slavuj,Beograd,,
Kafanica M.M. Lug,Beograd,,
BG Mania,Beograd,,
Naše Kafanče BG,Beograd,,
Picerija Ana,Beograd,,
Ristorante Pizzeria Status,Beograd,,
Pub Kolonija,Beograd,,
Amigo Bar,Beograd,,
Restoran Papilon,Beograd,,
Kafana Kod Neše,Beograd,,
Pizzeria Dragulj,Beograd,,
Standard 1 Cafe,Beograd,,
Splav Viva,Beograd,,
Corner Street food BG,Beograd,,
Sushi Point,Beograd,,
Restoran Pavone,Beograd,,
Panda Burger,Beograd,,
Dolly Bell Petica,Beograd,,
ĆUKU-ĆUKU,Beograd,,
Piu Piu,Beograd,,
Kod Mića 011,Beograd,,
BigPizza Autokomanda,Beograd,,
Bash Smash Burgers Brdo,Beograd,,
Novi Duff Žarkovo,Beograd,,
Baltazar SD,Beograd,,
Saint Vidikovac,Beograd,,
McDonald's Rakovica,Beograd,,
Super Snack Bar 6,Beograd,,
McDonald's Žarkovo,Beograd,,
BigPizza Vidikovac +,Beograd,,
Posne Domaće Palačinke 3,Beograd,,
Good Food Žarkovo,Beograd,,
Kod Leskovčanina Banjica,Beograd,,
Pečeni Pilići 2,Beograd,,
Giros kod Bucka 2,Beograd,,
Smash Burgers Banovo Brdo,Beograd,,
Tortilla Casa Vidikovac,Beograd,,
Kuvana jela by Kolonija Vidikovac,Beograd,,
Domaće Palačinke Grande 3,Beograd,,
Roštilj i ribarnica Jovanović 2,Beograd,,
Domaće Palačinke Bulevar,Beograd,,
Walter Voždovac,Beograd,,
Sač Vidikovac,Beograd,,
Walter Rakovica,Beograd,,
Tropic Novi Beograd,Beograd,,
Sač Filmski grad,Beograd,,
SPICE Banovo Brdo,Beograd,,
FORMA | VOŽDOVAC,Beograd,,
Torta NBG,Beograd,,
Pečenjara Marinković Novi Beograd,Beograd,,
Roštilj Slavonac Blok 44,Beograd,,
Sač Banjica,Beograd,,
Giros kod Bucka 5,Beograd,,
FLAMINGO VIDIKOVAC,Beograd,,
Žar Mance Novi Beograd,Beograd,,
Milky Žarkovo,Beograd,,
Roštilj Slavonac Bele Vode,Beograd,,
Bueno Zvezdara,Beograd,,
Leskovački Roštilj Beca,Beograd,,
Caribic Pizza Vidikovac,Beograd,,
Naj Pizza & Sendvič Bar,Beograd,,
Premium Index Miljakovac,Beograd,,
Pizzeria Zona 20 - Naselje Stepa,Beograd,,
Tropic Grill Banjica,Beograd,,
Burger industrija,Beograd,,
Žar Mance,Beograd,,
Kajmak,Beograd,,
Mister Wang Miljakovac,Beograd,,
Bueno Burgeri,Beograd,,
TeVi Palačinke,Beograd,,
Fat & Fit,Beograd,,
Picerija Simaro,Beograd,,
SNACKLAB,Beograd,,
WokUp 1,Beograd,,
Leskovački roštilj,Beograd,,
McDonald's BIG Rakovica DT,Beograd,,
URBAN BITES VIDIKOVAC,Beograd,,
Pizzeria MVP SD,Beograd,,
McDonald's Zmaj,Beograd,,
Amelia pizza,Beograd,,
Urban bites Zemun,Beograd,,
Restaurant Pizzeria Picasso,Beograd,,
Kineski restoran Shiming,Beograd,,
Teddy's Crepes,Beograd,,
Sauce&Pizza,Beograd,,
Bum 016 BG,Beograd,,
The Boyz Smash burger ,Beograd,,
Kafeterija Zemun,Beograd,,
Domaće Al' naše,Beograd,,
Činka,Beograd,,
Fenix pica bar,Beograd,,
Time Story,Beograd,,
Burger Zemunske kapije,Beograd,,
Restoran Friday's Fried Chicken,Beograd,,
Crosto Pizzeria,Beograd,,
Pica Na Drva Mia,Beograd,,
BIG čudesa od mesa,Beograd,,
Žar Mance Galenika 2024,Beograd,,
Yan Yu,Beograd,,
Restoran pečenjara Tri praseta,Beograd,,
Restoran Šangaj,Beograd,,
Grill Markoni Zemun,Beograd,,
Lucky Star- Wok& Dumplings,Beograd,,
Mesara BIN,Beograd,,
Zar i More ex Happy Fish,Beograd,,
Fast Food Tenzija,Beograd,,
Beast Kitchen,Beograd,,
Camy lunch bar,Beograd,,
Restoran Bella Napoli kod Garića,Beograd,,
Pizza e Pasta Pazza,Beograd,,
Roštilj kod Coleta,Beograd,,
Grill Kod Ahmeta,Beograd,,
Grill Buffalo,Beograd,,
Giros Pizza Ja & Majka,Beograd,,
Roštilj Mirković,Beograd,,
PizzaTown,Beograd,,
Pizzeria Di Roma,Beograd,,
Kafana Vamo Tamo,Beograd,,
Kafanica naše široko srce,Beograd,,
MEI SHI HUI ,Beograd,,
Soya Sos Novi Beograd,Beograd,,
Caffe DoBar,Beograd,,
Restoran Ž,Beograd,,
Sauce&Pasta,Beograd,,
Amos picerija,Beograd,,
T100,Beograd,,
Restoran Yong Xuan Chinese,Beograd,,
BKS Food,Beograd,,
Pile Žile,Beograd,,
Pizzeria Fenix Ledine,Beograd,,
"Steamy Bites ""Canaan Food""",Beograd,,
Roštilj Slavonac Bežanija,Beograd,,
Restoran Sloga,Beograd,,
Fast Food kao kod Jele,Beograd,,
Tivoli foods,Beograd,,
Gangam Chinese Restaurant,Beograd,,
Okusi Istok kod Martina,Beograd,,
Bejing Berry,Beograd,,
Pizzeria MVP,Beograd,,
FLAMINGO ZEMUN,Beograd,,
Walter BN Boss,Beograd,,
Planet Burger,Beograd,,
Panoramix Zemun,Beograd,,
Creamy Jimmy Zemun,Beograd,,
Creamy Jimmy CornDog,Beograd,,
Bonaca Bella,Beograd,,
Pizza Tazmanija,Beograd,,
Aj Ako Smash Burger,Beograd,,
Walter Mirijevo,Beograd,,
Carski Poh Mirijevo,Beograd,,
Sač Mirijevo,Beograd,,
Tessto,Beograd,,
Fabrika BG,Beograd,,
Picerija Panorama - Napoletana testo,Beograd,,
MILENIN MERAK NA PARU,Beograd,,
Sushirrito Vračar,Beograd,,
Maestro,Beograd,,
Pećko,Beograd,,
Sushi San,Beograd,,
Vajat 016,Beograd,,
Restoran Semberski Raj,Beograd,,
ATANASKOVIC S,Beograd,,
Cherrry Sky,Beograd,,
The Queen,Beograd,,
