restaurant_display,city,am_name,am_email
Fratelli Pizzeria,Beograd,,
Banjalučki ćevap Dobro Mirijevo,Beograd,,
Lola Sweet and Coffee,Beograd,,
Home Pizza & Grill,Beograd,,
New York Slice Pančevo,Beograd,,
Stepin Vajat Pančevo,Beograd,,
Cheese N Beef,Beograd,,
Kod Tete,Beograd,,
Chicken Boss,Beograd,,
McDonald's Aviv Park,Beograd,,
Smash no Pass,Beograd,,
Kod Tomu Leskovčanina,Beograd,,
Wrap Store,Beograd,,
MENG QI,Beograd,,
Buba,Beograd,,
Baden Baden Pizzeria,Beograd,,
Napoli Mlj,Beograd,,
Pekara San,Beograd,,
Walter BIG Pančevo,Beograd,,
Milky Pančevo,Beograd,,
Peperoncino,Beograd,,
Republika Fud | PA,Beograd,,
Picerija Kula,Beograd,,
Dolce Pizza,Beograd,,
Burrito Madre TC BIG Pančevo,Beograd,,
Top Pizza,Beograd,,
Soul kućica,Beograd,,
Konoba 32,Beograd,,
Maćado BRE,Beograd,,
Palačinke Kod Milevice,Beograd,,
Klub Dvorište,Beograd,,
Bistro Kokoschka,Beograd,,
Poco Loco,Beograd,,
Publika Gastro Pub,Beograd,,
Ćufters,Beograd,,
Kineski Restoran Domaće Kuhinje,Beograd,,
Miličina Kuhinja,Beograd,,
Hotel Borneo,Beograd,,
Knedly - Pančevo,Beograd,,
Picerija Kalimero 013,Beograd,,
Napoli Ketering,Beograd,,
Batačić,Beograd,,
Restoran Trešnjica,Beograd,,
Hedonist,Beograd,,
Maršal Ćevap Bar,Beograd,,
Pizza Shop,Beograd,,
Soul Food Restoran,Beograd,,
Kod Buce 013,Beograd,,
Gradska Pivnica Dilemma,Beograd,,
Grill Rustico,Beograd,,
Restoran Ćevabdžinica David 013,Beograd,,
Restoran Stara Vodenica,Beograd,,
PET PLUS VT,Beograd,,
Ninina Kuhinja | PA,Beograd,,
Mood,Beograd,,
Carstvo Ukusa,Beograd,,
Kafana Evropa,Beograd,,
Komplet Lepinje Kod Une,Beograd,,
Gastro Shock,Beograd,,
Carska Krilca,Beograd,,
Restoran Padrino,Beograd,,
Corner Place Bistro,Beograd,,
Kuvana Jela MIS Ketering,Beograd,,
Soul Food River,Beograd,,
Restoran Šato,Beograd,,
Kubata,Beograd,,
Mesara Roštilj MIS,Beograd,,
Caffe Pizzeria Aleksandra,Beograd,,
Pizza Grill 23,Beograd,,
Restoran JIABAO 888,Beograd,,
Bamboo Pančevo,Beograd,,
Meraki Giros Pancevo,Beograd,,
Giros Kod Grka Papadopulos,Beograd,,
Šiš Zona 24h,Novi Sad,,
Grekos Giros 24h,Novi Sad,,
Kuća kobasice 24h,Novi Sad,,
Grm Food 24h,Novi Sad,,
Chicken Chill 2,Novi Sad,,
BigPizza Novi Sad,Novi Sad,,
McDonald's Park,Novi Sad,,
Simply Good Food,Novi Sad,,
Joker Palačinkarnica,Novi Sad,,
Hot Pizza,Novi Sad,,
Index Leo,Novi Sad,,
White Smash,Novi Sad,,
Index Mirjana Pašićeva,Novi Sad,,
Index šestica,Novi Sad,,
World Index Sandwich,Novi Sad,,
Roštilj Tara,Novi Sad,,
Burger House Bros. Novi Sad,Novi Sad,,
Palačinkarnica Ljubav,Novi Sad,,
Caribic Pizza Hadži Ruvimova,Novi Sad,,
Arthur Gyros,Novi Sad,,
New Now Nuggets,Novi Sad,,
Napolitana Amerikana,Novi Sad,,
Fry Factory,Novi Sad,,
Grill & Wings,Novi Sad,,
Gyros Master,Novi Sad,,
Sushi XO Novi Sad,Novi Sad,,
Amigos chicken wings,Novi Sad,,
Larks Cafe,Novi Sad,,
Minuta,Novi Sad,,
Banjalučki šiš ćevap,Novi Sad,,
Cheat Day,Novi Sad,,
Okis cakes and cafe,Novi Sad,,
Harpun - Riba na žaru,Novi Sad,,
Pile na grilu - Kobac,Novi Sad,,
Favola Novi Sad,Novi Sad,,
Burger King Bar Sokačić,Novi Sad,,
GrizMix,Novi Sad,,
Miris Hiljadu Avenija,Novi Sad,,
Sushirrito Dunavska,Novi Sad,,
Leto Shawarma & Dumplings NS,Novi Sad,,
Loft TC Big,Novi Sad,,
Lepo Lepim,Novi Sad,,
Tako,Novi Sad,,
Fast Balkan,Novi Sad,,
Gyros Heroes NS,Novi Sad,,
LT Pasta Bar,Novi Sad,,
Alimento,Novi Sad,,
Doza Brunch and Deli,Novi Sad,,
Gelato Novi Sad,Novi Sad,,
CHEWS,Novi Sad,,
Kod Luke,Novi Sad,,
Kuvana Priča,Novi Sad,,
Dream Cakes by Jelena,Novi Sad,,
RAF cafe,Novi Sad,,
TI SI OVDE,Novi Sad,,
e Langoš,Novi Sad,,
Mali Trg Novi Sad,Novi Sad,,
Nacionalna kuća 5+,Novi Sad,,
Gril Mimi 021,Novi Sad,,
Piletina King bar - Sokačić,Novi Sad,,
Bajtić,Novi Sad,,
Pastino Pasta Bar,Novi Sad,,
Al Dente,Novi Sad,,
Kafeterija  Novi Sad,Novi Sad,,
KFC - TC Big,Novi Sad,,
Geo Grill,Novi Sad,,
Restoran Petrus,Novi Sad,,
Pizzeria Prima,Novi Sad,,
Burgerland NS,Novi Sad,,
Nebo poslastičarnica,Novi Sad,,
Pad Thai,Novi Sad,,
Nacho Sombrero Bar,Novi Sad,,
Ola Kala Gyros,Novi Sad,,
Gyros Max,Novi Sad,,
Šmek palačinke iz tiganja,Novi Sad,,
Ginger,Novi Sad,,
Sugar Daddy Novi Sad,Novi Sad,,
Žar Mance NS,Novi Sad,,
Macchiato XII Apostola,Novi Sad,,
Ambiente & Bratić the chef,Novi Sad,,
Medved - Ruska Kuhinja,Novi Sad,,
Pastis caffe & restaurant,Novi Sad,,
Kamion food truck BIG,Novi Sad,,
LA Fresh,Novi Sad,,
Manoir Caffe & Pizzeria,Novi Sad,,
Vatreni Zalogaj,Novi Sad,,
Zmaj Noodle,Novi Sad,,
Le Bol NS,Novi Sad,,
Giardino,Novi Sad,,
Arena Pub,Novi Sad,,
Corso,Novi Sad,,
Kod Komše NS,Novi Sad,,
Kineske knedle,Novi Sad,,
Roštilj kod Jefte,Novi Sad,,
Fika Coffee Shop,Novi Sad,,
GURMANS,Novi Sad,,
Palačinkarnica Izzy,Novi Sad,,
Papa's pizza,Novi Sad,,
Kofilin Dunavska,Novi Sad,,
Pizzeria Soko,Novi Sad,,
Kantina Foodzilla,Novi Sad,,
Green Steak,Novi Sad,,
Studio Shawarma,Novi Sad,,
Cecina Kuhinja,Novi Sad,,
Sarajevski ćevap kod Dakca,Novi Sad,,
Pizza skoro metar,Novi Sad,,
Pizza Servis Roma,Novi Sad,,
Kafana Šešir,Novi Sad,,
Panzerotti No.1,Novi Sad,,
Sweet & Green,Novi Sad,,
Kibic korner,Novi Sad,,
Palačinkarnica Plavi,Novi Sad,,
Burrito Madre Novi Sad TC Big,Novi Sad,,
Palačinkarnica Slatka Tajna,Novi Sad,,
Tiho i toplo,Novi Sad,,
Nova Pivnica,Novi Sad,,
Pljeska House,Novi Sad,,
Roštilj kod Jefte 1,Novi Sad,,
Zen Yai,Novi Sad,,
Užička komplet lepinja,Novi Sad,,
Bao Bora,Novi Sad,,
Ognjište Roštilj na kilo - Kralja Petra,Novi Sad,,
Don Food,Novi Sad,,
Mali Balkan,Novi Sad,,
Tortilla Casa Sajam,Novi Sad,,
The Risotto bar - risotto & pasta NS,Novi Sad,,
Pivnica Mamurni Ljudi,Novi Sad,,
Boom Boom palačinkarnica,Novi Sad,,
Gurmanski kutak 021,Novi Sad,,
Fluffy Pancakes,Novi Sad,,
Masti & Leba,Novi Sad,,
TON • Health & Hedonism,Novi Sad,,
Walter BIG Novi Sad,Novi Sad,,
Kevine Palačinke,Novi Sad,,
Del Forno,Novi Sad,,
Topli Zalogaj,Novi Sad,,
SPUD NS,Novi Sad,,
Agi Pasta Away - Centar,Novi Sad,,
Šeherezada,Novi Sad,,
Kod Šuljage,Novi Sad,,
Quick Duck,Novi Sad,,
Pasta Time,Novi Sad,,
DUTCH MINI PALAČINKE,Novi Sad,,
Krofnoland,Novi Sad,,
Index Grill House,Novi Sad,,
4 Činije,Novi Sad,,
Filipenko Coffee Bar,Novi Sad,,
Toster Bar,Novi Sad,,
S&S Fast Food,Novi Sad,,
Roštilj na kilogram,Novi Sad,,
Minimoon,Novi Sad,,
KAMAĐO FOOD,Novi Sad,,
Padrinos pizzeria,Novi Sad,,
Kod Mama Nede,Novi Sad,,
Mika’s Palačinkarnica,Novi Sad,,
Prikolica,Novi Sad,,
Valtehe,Novi Sad,,
Space Pancakes,Novi Sad,,
Multi Tarte - Tri Leće Hub,Novi Sad,,
Sushi Market,Novi Sad,,
wokwokwok,Novi Sad,,
Coffee Bara,Novi Sad,,
Drago mi je ,Novi Sad,,
Zarićev vajat Bulevar,Novi Sad,,
Galeon Cafe,Novi Sad,,
Gojko's Pizza,Novi Sad,,
Roštilj by Žaromanija,Novi Sad,,
Easy Ready NS,Novi Sad,,
Arkadija,Novi Sad,,
Central Kitchen,Novi Sad,,
Crema Cafe,Novi Sad,,
Bakino Ćoše,Novi Sad,,
Blinok NS,Novi Sad,,
Kineski 88,Novi Sad,,
TACO BELL NOVI SAD,Novi Sad,,
Kung Fu Chicken,Novi Sad,,
Meridiana food & more,Novi Sad,,
The Dubal's restaurant,Novi Sad,,
Michelangelo,Novi Sad,,
Enter Sushi,Novi Sad,,
Irish pub Red Cow,Novi Sad,,
Mr Baker,Novi Sad,,
Atrium Hamam,Novi Sad,,
Palermo Roštilj na ćumuru,Novi Sad,,
Stroganov Family,Novi Sad,,
Stribor Mexican Express,Novi Sad,,
La Foca,Novi Sad,,
Olymp Gyros,Novi Sad,,
Šećernema,Novi Sad,,
Andjela ketering kuvano,Novi Sad,,
Restaurant Dynamic Bar,Novi Sad,,
Flying Dutchman,Novi Sad,,
Zdravo od Biljke,Novi Sad,,
Wiseguy sandwiches,Novi Sad,,
Pizza Cut,Novi Sad,,
Shelly’s Smash Burgers,Novi Sad,,
Lowcal,Novi Sad,,
PINK ĆEVABDŽINICA NS,Novi Sad,,
Lanterna,Novi Sad,,
Kuća kuvanih jela,Novi Sad,,
Berlin Doner Kebab,Novi Sad,,
San Francisco Pizza,Novi Sad,,
Bakino dvorište,Novi Sad,,
Čudesa od mesa iz Leskovac,Novi Sad,,
Index Tortilja King bar - Sokačić,Novi Sad,,
Doner Kebab King,Novi Sad,,
Mix & Match by Hawaii Poke,Novi Sad,,
Pizza Napolitana,Novi Sad,,
Koneti Juice & Coffee,Novi Sad,,
Marinada Bar ,Novi Sad,,
Restoran Madam,Novi Sad,,
KrompirCo.,Novi Sad,,
Ribarnica Dnevni Ulov,Novi Sad,,
Restoran Soha,Novi Sad,,
Poket Pizza by Baker,Novi Sad,,
O'Nigiri,Novi Sad,,
Kafe Madam Njam Njam,Novi Sad,,
Sosa i mesa,Novi Sad,,
Ognjište 2.0.,Novi Sad,,
Mood 4 food,Novi Sad,,
Čika Pero,Novi Sad,,
Stevča Pizza & Salad Bar!,Novi Sad,,
Pileće krilce Orly 021,Novi Sad,,
Pizzeria Bajka,Novi Sad,,
Vida,Novi Sad,,
Zdrava Salata,Novi Sad,,
Skočko,Novi Sad,,
Check In Thai,Novi Sad,,
Šerpas Gastro Bar,Novi Sad,,
Balkan Bite,Novi Sad,,
Roštilj Arambaša,Novi Sad,,
Forno Romano,Novi Sad,,
Restoran Zlatnik,Novi Sad,,
Yume Sushi Bar NS,Novi Sad,,
Banjalučki ćevap Gajeva,Novi Sad,,
Lievito,Novi Sad,,
LA PARTENZA,Novi Sad,,
Coffeedream Bulevar,Novi Sad,,
Waffle Boss,Novi Sad,,
Restoran Maša,Novi Sad,,
Restoran Trezor,Novi Sad,,
Ruchak,Novi Sad,,
Kineski Kung Fu,Novi Sad,,
Massimo,Novi Sad,,
Puberaj,Novi Sad,,
HEALTHY BITE,Novi Sad,,
Casa Verde Kafa & Kafa,Novi Sad,,
TurboWok,Novi Sad,,
Brunch Lounge Merkator,Novi Sad,,
La Brasa,Novi Sad,,
Rekalibracija,Novi Sad,,
Corso Restoran i pekara,Novi Sad,,
Ribarnica Bio Fish,Novi Sad,,
Tvoja Pilja - Healthy food bite,Novi Sad,,
Exclusive green,Novi Sad,,
Ellas Gyros,Novi Sad,,
Mister Činkos,Novi Sad,,
Tension Has Bar,Novi Sad,,
Veliki cafe & restaurant,Novi Sad,,
Brunch Lounge BIG,Novi Sad,,
Sushi Fresh Novi Sad,Novi Sad,,
Teletina i butkice,Novi Sad,,
Samo Pasta,Novi Sad,,
Groot Gyros - Sajmište,Novi Sad,,
Ćevap.ba,Novi Sad,,
Trojka 021,Novi Sad,,
Dva Štapića Novi Sad,Novi Sad,,
Pizza District,Novi Sad,,
Grill 5,Novi Sad,,
Salaš Teglica,Novi Sad,,
Bob Chicken,Novi Sad,,
Brunch Sweets,Novi Sad,,
Gabby cafe & bar,Novi Sad,,
Pivnica BeerCuz,Novi Sad,,
Thai Wok NS,Novi Sad,,
Walt Disney Palačinkarnica,Novi Sad,,
Lepi Pile,Novi Sad,,
Ručak kod Nane,Novi Sad,,
Restoran Vojvoda,Novi Sad,,
Kuća Mala,Novi Sad,,
Beef Noodle King,Novi Sad,,
Novi Colosseum,Novi Sad,,
PASTA ORIDJIDJI ITALIJANO,Novi Sad,,
Comida Sanchez,Novi Sad,,
Pizzeria Bocelli,Novi Sad,,
Palačinkarnica Slatki Grijeh,Novi Sad,,
PIZZERIA KOD MOME,Novi Sad,,
Fresh 'n' Resh,Novi Sad,,
Fenix anđelo palačinkarnica,Novi Sad,,
Kod Debelog Sremca,Novi Sad,,
Dragon Bubble Tea Novi Sad,Novi Sad,,
Slatki zalogaj D&D,Novi Sad,,
Šalter Street Food,Novi Sad,,
Mandarina Cake Shop - Novi Sad,Novi Sad,,
Urnebes,Novi Sad,,
Salatina,Novi Sad,,
Napolitana iz peći na drva,Novi Sad,,
Kineski restoran Ming,Novi Sad,,
Sami grill,Novi Sad,,
Gyros Debeli Mačak,Novi Sad,,
Rostilj kod Braleta,Novi Sad,,
La forza,Novi Sad,,
The Nook,Novi Sad,,
MIG - Margherita & Gelato,Novi Sad,,
Restoran Vitraž,Novi Sad,,
Fish house Deep Blue,Novi Sad,,
JAMON,Novi Sad,,
Kapija Srema,Novi Sad,,
Fresh Food,Novi Sad,,
Jiggie's,Novi Sad,,
Mystico,Novi Sad,,
Gluten Morgen,Novi Sad,,
Top priča,Novi Sad,,
San Pizzerino,Novi Sad,,
GRIC,Novi Sad,,
Libero Pizza,Novi Sad,,
Gastro užitak,Novi Sad,,
Poslastičarnica Cimet,Novi Sad,,
Sarajevski ćevap Temerinska,Novi Sad,,
SABBIADORO,Novi Sad,,
Pivnica Gusan,Novi Sad,,
Laganini Bar,Novi Sad,,
Noodle Factory,Novi Sad,,
Mila Asian Bistro,Novi Sad,,
Kjoto Sushi i Poke,Novi Sad,,
Pizzeria Pepperoni,Novi Sad,,
Шећер | Šećer palačinkarnica,Novi Sad,,
Palačinkarnica Pinokio NS,Novi Sad,,
Big Chicken Grill,Novi Sad,,
"Fit By Hero
Bez glutena",Novi Sad,,
Buffalo Pizza,Novi Sad,,
Stefanello palačinke,Novi Sad,,
Boom Šiš NS,Novi Sad,,
Za moju dušu Novi Sad,Novi Sad,,
Macchiato Giro,Novi Sad,,
Haslers,Novi Sad,,
Urban Liman mix food,Novi Sad,,
Restaurant & Pizzeria Savoca,Novi Sad,,
ANĐELA KETERING,Novi Sad,,
Bossi Detelinara,Novi Sad,,
Pepper Restaurant & Bar,Novi Sad,,
Mr.Bo,Novi Sad,,
Zlatni štapić,Novi Sad,,
Lamiragen Caffe,Novi Sad,,
ĆEVAP BAR ISKON,Novi Sad,,
The R Pub,Novi Sad,,
TORTILJAZZZ 28,Novi Sad,,
Pupin Lounge & Bar Novi Sad,Novi Sad,,
Fortuna 021,Novi Sad,,
Tokio Sushi,Novi Sad,,
Ananda Vegan Restaurant,Novi Sad,,
La Torcia,Novi Sad,,
La Tvorza Podbara,Novi Sad,,
Smash Burgers Mafia,Novi Sad,,
Sunrice Sushi Novi Sad,Novi Sad,,
Juliet Bar & Restaurant,Novi Sad,,
CHICKEN BANANA WINGS,Novi Sad,,
Foody Promenada,Novi Sad,,
Točionica,Novi Sad,,
Azijski Restoran - Jinhua,Novi Sad,,
Zbir Premium Burgeri,Novi Sad,,
Oliva pizza & salad bar,Novi Sad,,
Dedina Tajna,Novi Sad,,
Nezza Pizza,Novi Sad,,
TO! Smash Burger,Novi Sad,,
Giromania,Novi Sad,,
Green Planet,Novi Sad,,
ZOET PALAČINKE,Novi Sad,,
Restoran Fortuna,Novi Sad,,
Marosejka,Novi Sad,,
Bolje pizza nego gibanica,Novi Sad,,
"ZdravoRazum BEZ ŠEĆERA, BEZ GLUTENA",Novi Sad,,
Stellina Novi Sad,Novi Sad,,
Milky NS,Novi Sad,,
Fast Food Lola,Novi Sad,,
Mima's Fit&Sit,Novi Sad,,
Mamma Mia!,Novi Sad,,
Gurmanski kutak,Novi Sad,,
Restoran NOTA,Novi Sad,,
Açai Sorbet,Novi Sad,,
Burgerana,Novi Sad,,
Kantina Bistro,Novi Sad,,
Gostiona KOD CRNOG PETLA,Novi Sad,,
LOFT Downtown,Novi Sad,,
Crveni Zmaj 021,Novi Sad,,
Ribanja Gyro Fish,Novi Sad,,
Marina Gastro Pub,Novi Sad,,
Concept Relax,Novi Sad,,
The Porch,Novi Sad,,
Remek Jelo,Novi Sad,,
Livorno,Novi Sad,,
Pileće krilce Lale,Novi Sad,,
Restoran Tradicija ns,Novi Sad,,
Victory,Novi Sad,,
Tija Pastry&Gelato Shop,Novi Sad,,
Gradska pivnica,Novi Sad,,
Mario's Pizzeria & Bar,Novi Sad,,
Norma's Burger & Sandwiches,Novi Sad,,
Žar Mance Novi Sad,Novi Sad,,
De Gusto,Novi Sad,,
Palačinkarnica Nirvana,Novi Sad,,
Palačinkarnica Miki Maus,Novi Sad,,
Restoran Lenta,Novi Sad,,
Naš Restoran & concept bar,Novi Sad,,
Roštilj Bucka,Novi Sad,,
Pizza Kvart,Novi Sad,,
Pastai,Novi Sad,,
Ambasador,Novi Sad,,
Kod Brke,Novi Sad,,
Dobri dim,Novi Sad,,
Kao Nekad,Novi Sad,,
Pizza Boom Plus,Novi Sad,,
Koncept coffee & food,Novi Sad,,
Ćevabdžinica Biber,Novi Sad,,
Kuhinjica,Novi Sad,,
Zbir krilca & rebarca,Novi Sad,,
Astal,Novi Sad,,
Stribor food  & more,Novi Sad,,
Ditay Kineski restoran,Novi Sad,,
Restoran Gozo,Novi Sad,,
Restoran Fontana,Novi Sad,,
Hog Pub,Novi Sad,,
Trizza Pizza,Novi Sad,,
Koliba Limanac,Novi Sad,,
Castello,Novi Sad,,
Garden Pizza & Salad Bar,Novi Sad,,
Pasta bar Luta,Novi Sad,,
Krafter burger,Novi Sad,,
Domaćinska klopa,Novi Sad,,
Restoran Dvor NS,Novi Sad,,
Galerija Coffe & Food bar,Novi Sad,,
Fast Food Gozo,Novi Sad,,
Porta Aperta Pizza,Novi Sad,,
Konoba Riba ribi grize rep,Novi Sad,,
Beef House,Novi Sad,,
Nolita Pizza,Novi Sad,,
Lazy Burger,Novi Sad,,
Petrosa coffee & food,Novi Sad,,
Pic-Pic,Novi Sad,,
Magaza Gril,Novi Sad,,
Bačka Ravnica,Novi Sad,,
Sushi.Me,Novi Sad,,
Obelix Grill,Novi Sad,,
Vremeplov,Novi Sad,,
"Kec Palačinke, Telep",Novi Sad,,
LIBERTA COFFE FOOD,Novi Sad,,
Piccante,Novi Sad,,
Ninina Trpeza,Novi Sad,,
Favorit,Novi Sad,,
Brunch lounge Promenada,Novi Sad,,
Dizni palačinkarnica,Novi Sad,,
Atomac,Novi Sad,,
Priča concept bar,Novi Sad,,
WOK & SMOKE,Novi Sad,,
Green House & Sweets Box,Novi Sad,,
Kod Duške,Novi Sad,,
New Now Nuggets 2,Novi Sad,,
Fry Factory 2,Novi Sad,,
Kuća Kobasice Trg Republike,Novi Sad,,
Caribic Pizza Carice Milice,Novi Sad,,
Chicken Chill,Novi Sad,,
URBAN BITES NOVI SAD,Novi Sad,,
La Tvorza Klisa,Novi Sad,,
BigPizza Novi Sad +,Novi Sad,,
Grm food,Novi Sad,,
Caribic Pizza Jevrejska,Novi Sad,,
Šiš Zona,Novi Sad,,
Bubble waffle gelato,Novi Sad,,
Sushirrito Brace Ribnikar,Novi Sad,,
9EVETKA KUVANA JELA,Novi Sad,,
Tortilla Casa Novi Sad,Novi Sad,,
KFC Big Fashion,Novi Sad,,
Index Mirjana Maksima Gorkog,Novi Sad,,
Studio Shawarma Big Fashion,Novi Sad,,
Hawaii Poke,Novi Sad,,
Agi Pasta Away - Danila Kiša,Novi Sad,,
LOFT Minaqua,Novi Sad,,
Bossi Veternik,Novi Sad,,
Index Mirjana Centar,Novi Sad,,
Walter Big Fashion Novi Sad,Novi Sad,,
McDonald's Nepi,Novi Sad,,
Gondola,Novi Sad,,
McDonald's BIG Cee,Novi Sad,,
Berlin Doner Kebab (Jevrejska),Novi Sad,,
Zarićev vajat Detelinara,Novi Sad,,
Kamion garaža - Kamion Food Truck,Novi Sad,,
Kombinat Food,Novi Sad,,
Bossi Liman,Novi Sad,,
Kofilin Novi Sad,Novi Sad,,
La Tvorza Detelinara,Novi Sad,,
Sarajevski ćevap Kod Dakca - Bul.P.Pavla,Novi Sad,,
Coffeedream Futoški put,Novi Sad,,
Burrito Madre Novi Sad,Novi Sad,,
Ognjište – Roštilj na kilo iz Leskovac,Novi Sad,,
Rekalibracija Liman,Novi Sad,,
Kuća Kobasice,Novi Sad,,
Terasa,Novi Sad,,
Libero Pizza 2,Novi Sad,,
Index Mirjana Sajam,Novi Sad,,
Giros Land,Novi Sad,,
Smash&Pulled,Novi Sad,,
Kofilin Coffee & Brunch,Novi Sad,,
Poppy Food,Novi Sad,,
Spot,Novi Sad,,
Krilce i Pivce Futoška,Novi Sad,,
Haslers Centar 2,Novi Sad,,
Loft Rooftop,Novi Sad,,
Index Šestica After,Novi Sad,,
Grekos Giros,Novi Sad,,
Favola Smash Burgers Novi Sad,Novi Sad,,
Index šestica Petrovaradin,Novi Sad,,
GYROS BOKI 02,Novi Sad,,
Bata Pežo,Novi Sad,,
Red Wings,Kragujevac,,
Saint Kragujevac,Kragujevac,,
Pink Ćevabdžinice,Kragujevac,,
Restoran Sunce,Kragujevac,,
Giros kod dva brata,Kragujevac,,
SPLINTER PIZZERIA,Kragujevac,,
Vukas,Kragujevac,,
Kod Krsmana,Kragujevac,,
Palačinkarnica Pi.. M,Kragujevac,,
Vega Food Store,Kragujevac,,
Popaj Gyros ,Kragujevac,,
Skara by Red Wings,Kragujevac,,
Capri fast food 'n' Pizza,Kragujevac,,
McDonald's Plaza,Kragujevac,,
Healthy by Sunce,Kragujevac,,
Pasta by Red Wings,Kragujevac,,
Cafeteria Salvador,Kragujevac,,
Druga dimenzija,Kragujevac,,
San Andreas,Kragujevac,,
Do Jaja,Kragujevac,,
Picerija Trag 2025,Kragujevac,,
Great Wall Chinese Restaurant,Kragujevac,,
Pizza Slice Mania,Kragujevac,,
Palačinka bar Lulučinke,Kragujevac,,
Grom Pizza,Kragujevac,,
KFC Kragujevac,Kragujevac,,
101 Burger House,Kragujevac,,
Klub 3,Kragujevac,,
Idzuo,Kragujevac,,
Crown Cafe & Restaurant,Kragujevac,,
Walter Big Fashion Kragujevac,Kragujevac,,
Mali Leskovac Kragujevac,Kragujevac,,
Hazard 101 Kitchen & Bar,Kragujevac,,
Grill Motta - Toto Motta,Kragujevac,,
Bamboos Restoran,Kragujevac,,
IZI PIZI Salad Bar,Kragujevac,,
Soprano ,Kragujevac,,
Toro Kg,Kragujevac,,
Popaj,Kragujevac,,
Giros by Hood Food,Kragujevac,,
Tasty Box palačinkarnica,Kragujevac,,
Food Factory,Kragujevac,,
Pepito Pizza,Kragujevac,,
Urban Sandwich Bar,Kragujevac,,
Chef no.1,Kragujevac,,
Gurman Mala Vaga,Kragujevac,,
Green House Coffee Kragujevac,Kragujevac,,
Istanbul House,Kragujevac,,
SPUD BOY,Kragujevac,,
Žar Mance Veliki Park,Kragujevac,,
Panda sushi Kragujevac,Kragujevac,,
Terminal 7,Kragujevac,,
Dolce Vita,Kragujevac,,
Lagani Poh,Kragujevac,,
Coffeedream Centar,Kragujevac,,
Hood Food KG,Kragujevac,,
Pečenjara Stara Zvezda,Kragujevac,,
Stara Srbija,Kragujevac,,
Plavi Bik Kragujevac,Kragujevac,,
Srce palačinke,Kragujevac,,
Čudesa Brza Hrana,Kragujevac,,
Angel & Devil ,Kragujevac,,
Restoran Kano,Kragujevac,,
Buca Ketering,Kragujevac,,
Lazaro Pizza Bar,Kragujevac,,
Obelix,Kragujevac,,
Kafeterija Kragujevac,Kragujevac,,
Napravi Sam,Kragujevac,,
Ketering-S,Kragujevac,,
Ekipizza,Kragujevac,,
Gastro Rooftop,Kragujevac,,
Pljeskovac,Kragujevac,,
The Ambassador House,Kragujevac,,
District 034 ,Kragujevac,,
PIZZASTATION,Kragujevac,,
Korzo 1924,Kragujevac,,
Picasso Pizzeria & Caffe,Kragujevac,,
Samo Izvolte ,Kragujevac,,
Smash Factory,Kragujevac,,
Moj Sendvič,Kragujevac,,
Burrito Madre TC BIG Kragujevac,Kragujevac,,
Šaranče Plus,Kragujevac,,
Smash burger's by IDZUO,Kragujevac,,
Krofna bar,Kragujevac,,
Roštilj kod Mate Šumarice,Kragujevac,,
Pekara kod Mareta,Kragujevac,,
Restoran Lovac KG,Kragujevac,,
Gyros & Joe by Obelix,Kragujevac,,
Bravo Grill,Kragujevac,,
Stari Lisac,Kragujevac,,
Pizzeria Leone,Kragujevac,,
Kafemat 27,Kragujevac,,
CoffeePub,Kragujevac,,
Tri a ekstra,Kragujevac,,
SMART Food,Kragujevac,,
Palačinke by Zavičaj,Kragujevac,,
Di Fretta,Kragujevac,,
Spice | Kragujevac,Kragujevac,,
Pizza by IDZUO,Kragujevac,,
Konoba Akustik Kragujevac,Kragujevac,,
Sputnik 1957,Kragujevac,,
Sumadijski Lonac,Kragujevac,,
Mljacko 3 - Park,Kragujevac,,
Gradska Kafana Paligorić,Kragujevac,,
Porodično Blago,Kragujevac,,
Čar Mesa Fast Food,Kragujevac,,
Merak,Kragujevac,,
Stari Kraguj,Kragujevac,,
Kafemat 27  Pizza Bar,Kragujevac,,
Kafana Balkan,Kragujevac,,
Tango Pub,Kragujevac,,
Klasa Since 2024,Kragujevac,,
Hotel Zelengora,Kragujevac,,
Pizza Favola,Kragujevac,,
Dunja,Kragujevac,,
Picador,Kragujevac,,
Restoran Oranica,Kragujevac,,
Pizzeterija,Kragujevac,,
Pizza Purinac,Kragujevac,,
Margarita Bar KG,Kragujevac,,
Biblioteka Kod Milutina,Kragujevac,,
Matilda,Kragujevac,,
Restoran Pevac KG,Kragujevac,,
Industrial,Kragujevac,,
Teki M,Kragujevac,,
Bezglutenac,Kragujevac,,
Mademoiselle,Kragujevac,,
Zavičaj 034,Kragujevac,,
Tapas by Manufaktura,Kragujevac,,
Red Wings +,Kragujevac,,
Mljacko 6 - Bolnica,Kragujevac,,
Mljacko 1 - Medicinska,Kragujevac,,
Mljacko 5 - Aerodrom,Kragujevac,,
Coffeedream BIG,Kragujevac,,
Restoran Čar Mesa,Kragujevac,,
Pasta by Red Wings +,Kragujevac,,
